psa_id,domain,subcategory,psa_text,word_count,validation_status
PSA_08140,Health,Public Health Campaigns,Attend free health screening events to protect rural residents from poor personal hygiene.,13,ACCEPT
PSA_08141,Health,Maternal and Child Health,Seek help from local health facilities and seek advice about family planning from qualified providers.,15,ACCEPT
PSA_08142,Health,Disease Prevention and Control,Report suspected disease outbreaks to health authorities to prevent avoidable harm in homes.,13,ACCEPT
PSA_08143,Health,Healthcare Access,"Together, we can prevent unlicensed healthcare providers. Use official emergency medical contacts.",12,ACCEPT
PSA_08144,Health,Public Health Campaigns,Everyone in health facilities should register for available public health programmes.,11,ACCEPT
PSA_08145,Health,Disease Prevention and Control,"When signs of mosquito-borne diseases appear, remove stagnant water around homes.",11,ACCEPT
PSA_08146,Health,Disease Prevention and Control,Follow verified public-health guidance. Seek official guidance from World Health Organization when necessary.,13,ACCEPT
PSA_08147,Health,Disease Prevention and Control,Wash your hands regularly with soap and clean water to reduce the risk of infectious disease outbreaks.,17,ACCEPT
PSA_08148,Health,Mental Health Awareness,"To improve early intervention in health facilities, create safe and supportive school environments.",13,ACCEPT
PSA_08149,Health,Public Health Campaigns,Seek screening for common preventable diseases to protect families and communities.,11,ACCEPT
PSA_08150,Health,Maternal and Child Health,County Department of Health: Seek advice about family planning from qualified providers to reduce the risk of unsafe delivery practices.,20,ACCEPT
PSA_08151,Health,Public Health Campaigns,World Health Organization advises immediate action against diabetes: attend health education sessions.,12,ACCEPT
PSA_08152,Health,Maternal and Child Health,Avoid the dangers of childhood illness: maintain good hygiene when preparing children's food.,13,ACCEPT
PSA_08153,Health,Disease Prevention and Control,Support prevention efforts in urban neighbourhoods. Use approved sanitation facilities.,10,ACCEPT
PSA_08154,Health,Disease Prevention and Control,Every community can reduce water-borne disease. Avoid close contact with people showing symptoms.,13,ACCEPT
PSA_08155,Health,Maternal and Child Health,"For better child health, take newborns for scheduled health check-ups.",10,ACCEPT
PSA_08156,Health,Mental Health Awareness,"Stay informed, stay safe, and avoid self-medicating for emotional distress.",10,ACCEPT
PSA_08157,Health,Disease Prevention and Control,Clean frequently touched surfaces and encourage others to do the same.,11,ACCEPT
PSA_08158,Health,Maternal and Child Health,public hospitals reminds community health volunteers to monitor children for signs of illness.,13,ACCEPT
PSA_08159,Health,Maternal and Child Health,Take action against preventable maternal deaths: seek immediate care when pregnancy danger signs appear.,14,ACCEPT
PSA_08160,Health,Healthcare Access,Reduce the spread of long distances to health facilities: keep emergency health information easily accessible.,15,ACCEPT
PSA_08161,Health,Maternal and Child Health,Expectant parents must follow safe infant feeding practices when necessary.,10,ACCEPT
PSA_08162,Health,Public Health Campaigns,Seek help from Kenya Red Cross Society and register for available public health programmes.,14,ACCEPT
PSA_08163,Health,Maternal and Child Health,Take preventive action in community health centres. Maintain good hygiene when preparing children's food.,14,ACCEPT
PSA_08164,Health,Mental Health Awareness,Protect vulnerable people from emotional distress. Avoid self-medicating for emotional distress.,11,ACCEPT
PSA_08165,Health,Disease Prevention and Control,Report suspected disease outbreaks to health authorities to prevent avoidable harm in disease outbreak zones.,15,ACCEPT
PSA_08166,Health,Public Health Campaigns,Every household should support healthy living by choosing to attend health education sessions.,13,ACCEPT
PSA_08167,Health,Maternal and Child Health,Be alert to delayed antenatal care and register pregnant women with the nearest health facility.,15,ACCEPT
PSA_08168,Health,Maternal and Child Health,Prioritize infant nutrition. Register pregnant women with the nearest health facility.,11,ACCEPT
PSA_08169,Health,Disease Prevention and Control,Parents and caregivers should use insecticide-treated mosquito nets every night.,10,ACCEPT
PSA_08170,Health,Mental Health Awareness,Ministry of Health advises older adults to create safe and supportive school environments.,13,ACCEPT
PSA_08171,Health,Public Health Campaigns,Seek early diagnosis when symptoms persist.,6,ACCEPT
PSA_08172,Health,Disease Prevention and Control,Help protect healthcare workers by choosing to isolate when advised by a healthcare professional.,14,ACCEPT
PSA_08173,Health,Mental Health Awareness,Use trusted sources when learning about discrimination. Avoid using harmful language about mental health.,14,ACCEPT
PSA_08174,Health,Maternal and Child Health,Follow guidance from Ministry of Health: support mothers in accessing maternal healthcare.,12,ACCEPT
PSA_08175,Health,Disease Prevention and Control,Help prevent measles: keep homes and public spaces clean.,9,ACCEPT
PSA_08176,Health,Mental Health Awareness,Students: Report bullying to the appropriate authority.,7,ACCEPT
PSA_08177,Health,Disease Prevention and Control,"For reliable advice, contact County Department of Health and avoid close contact with people showing symptoms.",16,ACCEPT
PSA_08178,Health,Public Health Campaigns,national vaccination programmes reminds urban residents to seek early diagnosis when symptoms persist.,13,ACCEPT
PSA_08179,Health,Maternal and Child Health,Report severe bleeding or persistent pain immediately. Early action can reduce the effects of low birth weight.,17,ACCEPT
PSA_08180,Health,Healthcare Access,Register births and medical records through official channels in dispensaries to help prevent long distances to health facilities.,18,ACCEPT
PSA_08181,Health,Mental Health Awareness,Challenge false information about mental illness to promote supportive communication.,10,ACCEPT
PSA_08182,Health,Mental Health Awareness,Reduce the spread of lack of social support: avoid self-medicating for emotional distress.,13,ACCEPT
PSA_08183,Health,Public Health Campaigns,Remain physically active according to health guidance and follow verified advice from County Department of Health.,16,ACCEPT
PSA_08184,Health,Maternal and Child Health,Consult a trained healthcare provider before taking medicine whenever you are in antenatal clinics.,14,ACCEPT
PSA_08185,Health,Healthcare Access,"For better medical follow-up, use medicines only as prescribed by qualified professionals.",12,ACCEPT
PSA_08186,Health,Maternal and Child Health,maternal health clinics advises adolescent mothers to maintain good hygiene when preparing children's food.,14,ACCEPT
PSA_08187,Health,Mental Health Awareness,Avoid the dangers of lack of social support: take regular breaks during periods of intense work or study.,18,ACCEPT
PSA_08188,Health,Maternal and Child Health,Keep children and families safe from unsafe delivery practices. Attend postnatal care appointments.,13,ACCEPT
PSA_08189,Health,Maternal and Child Health,Small actions can prevent preventable childhood deaths. Follow safe infant feeding practices.,12,ACCEPT
PSA_08190,Health,Mental Health Awareness,Your action matters. Take regular breaks during periods of intense work or study.,13,ACCEPT
PSA_08191,Health,Healthcare Access,"For better continuity of care, use official emergency medical contacts.",10,ACCEPT
PSA_08192,Health,Mental Health Awareness,Contact a recognized health facility for professional guidance. school counselling departments reminds older adults to act early.,17,ACCEPT
PSA_08193,Health,Healthcare Access,Help protect young people by choosing to use available mobile clinics in remote areas.,14,ACCEPT
PSA_08194,Health,Mental Health Awareness,Do not wait for symptoms to worsen. Check regularly on people who may need support.,15,ACCEPT
PSA_08195,Health,Mental Health Awareness,"For reliable advice, contact public hospitals and support people seeking counselling or treatment.",13,ACCEPT
PSA_08196,Health,Mental Health Awareness,Timely care matters. Use healthy methods to manage stress.,9,ACCEPT
PSA_08197,Health,Disease Prevention and Control,Isolate when advised by a healthcare professional as advised by County Department of Health.,14,ACCEPT
PSA_08198,Health,Maternal and Child Health,Early prevention saves lives. Follow safe infant feeding practices.,9,ACCEPT
PSA_08199,Health,Healthcare Access,"To improve patient referral in local health centres, follow official information about available health services.",15,ACCEPT
PSA_08200,Health,Disease Prevention and Control,Clean frequently touched surfaces to prevent avoidable harm in border areas.,11,ACCEPT
PSA_08201,Health,Maternal and Child Health,Every household should support maternal nutrition by choosing to maintain good hygiene when preparing children's food.,16,ACCEPT
PSA_08202,Health,Public Health Campaigns,"For reliable advice, contact national vaccination programmes and reduce the consumption of harmful substances.",14,ACCEPT
PSA_08203,Health,Healthcare Access,"Together, we can prevent long distances to health facilities. Verify that healthcare providers are properly licensed.",16,ACCEPT
PSA_08204,Health,Mental Health Awareness,"During a risk of untreated mental health conditions, listen without judgment to people experiencing distress.",15,ACCEPT
PSA_08205,Health,Mental Health Awareness,licensed counselling centres advises parents to avoid using harmful language about mental health.,13,ACCEPT
PSA_08206,Health,Maternal and Child Health,"To improve safe motherhood in nutrition centres, register pregnant women with the nearest health facility.",15,ACCEPT
